Category,Type,Equipment,Exercise,Link,Pattern/Ability,Movement,Contraction,Orientation,Body Part,Parameter
Lower Body,Grinding,BB/SSB,BB HE Back Squat,https://youtu.be/L4SEKNDl3B4,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Back Squat,https://youtu.be/wj6TWVuO7BA,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Back Squat [Chains],https://youtu.be/PY9pSVg1iSM,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Back Squat [Banded],https://youtu.be/tvFJfjLBjF8,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Back Squat [ECC Tempo],https://youtu.be/5cMZ4YGtId4,Squat-Double Leg,Bilateral Squat,Eccentric,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Back Squat [ECC Drop],https://youtu.be/aIIeLqU--TA,Squat-Double Leg,Bilateral Squat,Eccentric,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Back Squat [Supramax ECC],https://youtu.be/uqnl2XS6b_A,Squat-Double Leg,Bilateral Squat,Eccentric,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Back Squat [ISO At Bottom],https://youtu.be/MsdvAILzwfQ,Squat-Double Leg,Bilateral Squat,Isometric,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Back Squat [IsoHold],https://youtu.be/c7tPj784UkQ,Squat-Double Leg,Bilateral Squat,Isometric,,Lower Body,
Lower Body,Grinding,BB/SSB,SSB Back Squat,https://youtu.be/lTqasUddDGE,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Front Squat,https://youtu.be/EC_ciN6PN0o,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB HE Front Squat,https://youtu.be/DpHJvGLncEo,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Front Squat [Chains],https://youtu.be/CuiUCQ_r8n0,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Half Back Squat,https://www.youtube.com/watch?v=eSEKmzz_nKY,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Quarter Back Squat,https://www.youtube.com/watch?v=9nMif9NYDOA,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Back Box Squat,https://www.youtube.com/watch?v=RuAuM_uFPXQ,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Box Squat [Seated],https://youtu.be/fBqyatxQVEY,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Zercher Squat,https://www.youtube.com/watch?v=I7rcspj6bis,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Staggered Squat,https://youtu.be/5FETTGGKhYA,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Stagerred Squat [Supramax ECC],https://youtu.be/gJ_rO_XzWx0,Squat-Double Leg,Bilateral Squat,Isometric,,Lower Body,
Lower Body,Grinding,BB/SSB,BB OH Squat,https://www.youtube.com/watch?v=hE6wqYlhp_w,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB FH Squat [Floor],https://www.youtube.com/watch?v=lGcTF3ab_9I,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB FH Squat [Box],https://www.youtube.com/watch?v=u_IERcEdduc,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,UB Squat,https://www.youtube.com/watch?v=GHWbYAqu_Ak,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,UB/TB,KB Goblet Box Squat,https://youtu.be/USg6b5g2GjI,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,DB/KB,KB HE Goblet Squat [Wedge],https://www.youtube.com/watch?v=qNGR90Td6VQ,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,DB/KB,DB HE Goblet Squat [Plates],https://youtu.be/mW44dttLmyY,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,DB/KB,KB Goblet Squat,https://www.youtube.com/watch?v=mF7VifB20Xg,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,DB/KB,KB Front Racked Squat,https://youtu.be/-XmPN3h4Fro,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,DB/KB,KB Belt Squat,https://youtu.be/omiuXN-RzcM,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,DB/KB,Landmine Squat,https://www.youtube.com/watch?v=zQ99Qg9dupY,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Landmine,Landmine Squat to Press,https://www.youtube.com/watch?v=AOCP98167AQ,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Landmine,Landmine OH Squat,https://youtu.be/zVmoyg1YhSk,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Landmine,Russian Belt Squat,https://www.youtube.com/watch?v=HvzGaj44cn8,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,TRX OH Squat,https://youtu.be/lcQOJY7dwh0,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,TRX Vertical Squat [Assisted],https://youtu.be/xu6qtHSnFyA,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,BW HE Vertical Squat,https://www.youtube.com/watch?v=JoIkaYh7Ssw,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Dowel Vertical HE Squat,https://youtu.be/aSFa6N7N4zs,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Sissy Squat,https://www.youtube.com/watch?v=9yUfCOIu0Co,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,TRX Sissy Squat,https://www.youtube.com/watch?v=rv7LxZihJvQ,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Banded Sissy Squat [ECC Tempo],https://youtu.be/NeprDhiUaQY,Squat-Double Leg,Bilateral Squat,Eccentric,,Lower Body,
Lower Body,Grinding,Misc,Pin Squat [IsoPush],https://www.youtube.com/watch?v=VScUF2j4htw,Squat-Double Leg,Bilateral Squat,Isometric,,Lower Body,
Lower Body,Grinding,Misc,Pin Staggered Squat [IsoPush],https://youtu.be/gBafb0F9obU,Squat-Double Leg,Bilateral Squat,Isometric,,Lower Body,
Lower Body,Grinding,Misc,Wall HE Squat,https://www.youtube.com/watch?v=VfSdqnzN8tk,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,BW Squat,https://youtu.be/J1zc3bjr8Es,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,BW Staggered Squat,https://youtu.be/U5SiNHkDB4U,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,BW Squat [IsoHold] ,https://www.youtube.com/watch?v=EkxTV8zD0QA,Squat-Double Leg,Bilateral Squat,Isometric,,Lower Body,
Lower Body,Grinding,Misc,BW Squat OSC,https://youtu.be/XqkblCC6yYE,Squat-Double Leg,Bilateral Squat,Oscillatory,,Lower Body,
Lower Body,Grinding,Misc,Machine Perfect Squat,https://youtu.be/aakijuP2aII,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Machine Perfect Squat [Power],https://youtu.be/wwokrqmK-n4,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Machine Perfect Squat [2-1 ECC],https://youtu.be/kfxIrePRfoM,Squat-Double Leg,Bilateral Squat,Eccentric,,Lower Body,
Lower Body,Grinding,Misc,SM Squat,https://youtu.be/GzePGu_D8z0,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,SM Squat [IsoHold],https://youtu.be/4b-a_0UPQ-k,Squat-Double Leg,Bilateral Squat,Isometric,,Lower Body,
Lower Body,Grinding,Misc,SM Stagerred Squat,https://youtu.be/wI2rNvkdDks,Squat-Double Leg,Bilateral Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,SM Stagerred Squat [IsoHold],https://youtu.be/U3eo01yv7us,Squat-Double Leg,Bilateral Squat,Isometric,,Lower Body,
Lower Body,Grinding,Misc,BB Split Squat,https://www.youtube.com/watch?v=VHX2NeoC6L0,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Split Squat [Chains],https://youtu.be/xxjMXb1GZNM,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Pin Split Squat [ECC Only],https://www.youtube.com/watch?v=5Hj6hfuOGek,Squat-Double Leg,Split Squat,Eccentric,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Pin Split Squat [CON Only],https://youtu.be/s9Pskv_sTpY,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Split Squat [IsoHold],https://youtu.be/yMY-QVoYUys,Squat-Double Leg,Split Squat,Isometric,,Lower Body,
Lower Body,Grinding,BB/SSB,BB RFESS,https://www.youtube.com/watch?v=24chxgChn7E,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,BB Zercher FFE Split Squat,https://www.youtube.com/watch?v=aSBOSvBK3kY,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,BB/SSB,UB Split Squat,https://youtu.be/kjGBIXFn20k,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,UB/TB,UB RFESS,https://www.youtube.com/watch?v=R9Vla4qQOGk,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,UB/TB,UB Rolling Staggered Drop & Catch,https://youtu.be/118EPWtdFlI,Squat-Double Leg,Split Squat,Eccentric,,Lower Body,
Lower Body,Grinding,UB/TB,DB Split Squat,https://www.youtube.com/watch?v=eOUnRkEL_rg,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,DB/KB,DB Penultimate Split Squat,https://youtu.be/h477sTDMyu4,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,DB/KB,DB RFESS,https://www.youtube.com/watch?v=zR5vaC01vrU,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,DB/KB,DB RFESS [ECC Drop],https://www.youtube.com/watch?v=PZw6Mluc_Yc,Squat-Double Leg,Split Squat,Eccentric,,Lower Body,
Lower Body,Grinding,DB/KB,DB ISO OSC RFESS,https://youtu.be/8LYyqdhdcTA,Squat-Double Leg,Split Squat,Oscillatory,,Lower Body,
Lower Body,Grinding,DB/KB,DB Strike RFESS,https://youtu.be/xMTly9Js6Lk,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,DB/KB,KB FFE Split Squat (Hamstring Bias),https://youtu.be/uY_cS1B958o,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Landmine,Landmine Split Squat,https://www.youtube.com/watch?v=4Mn8TT9f0bo,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Landmine,Landmine Split Squat [ECC Drop],https://www.youtube.com/watch?v=W50Ccfq9fUQ,Squat-Double Leg,Split Squat,Eccentric,,Lower Body,
Lower Body,Grinding,Landmine,Landmine RFESS,https://youtu.be/TV6tLsv123Q,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Landmine,Landmine Lateral Split Squat ,https://youtu.be/C_VrcJdDhjg,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,BW RFESS ,https://youtu.be/n0ccA6fnVbY,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,BW RFESS [ECC Drop],https://youtu.be/noUXEuARD_Q,Squat-Double Leg,Split Squat,Eccentric,,Lower Body,
Lower Body,Grinding,Misc,BW RFESS [IsoHold],https://youtu.be/gtqi7--DpOs,Squat-Double Leg,Split Squat,Isometric,,Lower Body,
Lower Body,Grinding,Misc,BW ISO OSC RFESS,https://www.youtube.com/watch?v=SBrfeiuneH0,Squat-Double Leg,Split Squat,Oscillatory,,Lower Body,
Lower Body,Grinding,Misc,Pin Split Squat [IsoPush] - Underloaded,https://www.youtube.com/watch?v=K33dN1OCf00,Squat-Double Leg,Split Squat,Isometric,,Lower Body,
Lower Body,Grinding,Misc,SM Split Squat ,https://youtu.be/f_PxHR6V2ak,Squat-Double Leg,Split Squat,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,SM Split Squat [IsoHold],https://youtu.be/INiXevalS9E,Squat-Double Leg,Split Squat,Isometric,,Lower Body,
Lower Body,Grinding,Misc,SM RFESS,https://youtu.be/cdm1cz8G0Ys,Squat-Double Leg,Split Squat,Eccentric,,Lower Body,
Lower Body,Grinding,Misc,SM RFESS [IsoHold],https://youtu.be/gU2xN4sjfic,Squat-Double Leg,Split Squat,Isometric,,Lower Body,
Lower Body,Grinding,Misc,TKE,https://www.youtube.com/watch?v=TyUqyXWzCQA,Squat-Double Leg,Quad,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Reverse TKF,https://youtu.be/gSMMTneGmrc,Squat-Double Leg,Quad,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Wall Sit [Isometric] ,https://www.youtube.com/watch?v=9_2hKH1lldY,Squat-Double Leg,Quad,Isometric,,Lower Body,
Lower Body,Grinding,Misc,PB Quad Kicks,https://www.youtube.com/watch?v=Hgmp2XTB3hY,Squat-Double Leg,Quad,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Nordic Quads,https://www.youtube.com/watch?v=pF07CIXX0eQ,Squat-Double Leg,Quad,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,TRX Fallback,https://youtu.be/HJhx74gZvwg,Squat-Double Leg,Quad,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Banded Moonwalker,https://youtu.be/BG0ue77FnCI,Squat-Double Leg,Quad,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,KB Leg Extension,https://youtu.be/e9-obbYIExw,Squat-Double Leg,Quad,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,KB Leg Extension [IsoHold],https://youtu.be/-BGG1xZQklI,Squat-Double Leg,Quad,Isometric,,Lower Body,
Lower Body,Grinding,Misc,LPM Leg Press,https://youtu.be/ivGq3CmHhOs,Squat-Double Leg,Quad,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,Machine Leg Extension,https://youtu.be/5UvWt-ONdH8,Squat-Double Leg,Quad,Dynamic,,Lower Body,
Lower Body,Grinding,Misc,SMT Backward Walk,https://www.youtube.com/watch?v=qxkbjlrf9To,Squat-Double Leg,Quad,Dynamic,,Lower Body,
